amfi_code,3yr_cagr,sharpe_ratio,alpha,expense_ratio_pct,max_drawdown_pct,cagr_rank,sharpe_rank,alpha_rank,expense_rank,mdd_rank,cagr_score,sharpe_score,alpha_score,expense_score,mdd_score,fund_score
125497,18.434488610520173,0.7757902498211211,0.17729754927531766,0.92,-15.200013055606398,19.0,18.0,16.0,14.0,18.0,53.84615384615385,56.41025641025641,61.53846153846154,66.66666666666666,56.41025641025641,58.205128205128204
118635,20.00820838047148,0.6648569985490614,0.1513635464823924,0.89,-11.650624505409091,17.0,19.0,23.0,13.0,10.0,58.97435897435898,53.84615384615385,43.58974358974359,69.23076923076923,76.92307692307693,57.948717948717956
118633,21.08997654925684,0.6452074382933211,0.1564383594816967,0.72,-18.62974313859551,15.0,21.0,22.0,5.5,26.0,64.1025641025641,48.717948717948715,46.15384615384615,88.46153846153845,35.8974358974359,57.5
102885,19.66726206830185,0.8170993373494366,0.17048756803412696,1.57,-10.85986215250232,18.0,16.0,19.0,34.0,7.0,56.41025641025641,61.53846153846154,53.84615384615385,15.384615384615385,84.61538461538461,53.84615384615385
120503,13.978381933703044,0.7979728586052853,0.17703302365844073,1.42,-13.897862823061635,25.0,17.0,17.0,20.0,14.0,38.46153846153847,58.97435897435898,58.97435897435898,51.28205128205128,66.66666666666666,52.43589743589744
148568,14.748035533586012,0.9262873467360146,0.20873010086942337,1.52,-15.27259422823477,24.0,15.0,14.0,26.5,19.0,41.02564102564102,64.1025641025641,66.66666666666666,34.61538461538461,53.84615384615385,52.243589743589745
120506,18.421996537444542,0.6488787755249535,0.1625385327998104,1.41,-19.82565826298267,20.0,20.0,20.0,19.0,27.0,51.28205128205128,51.28205128205128,51.28205128205128,53.84615384615385,33.33333333333333,49.87179487179487
120507,7.394286300360076,0.4957233929533125,0.06746210411099539,0.74,-0.09773140045925555,29.0,23.0,31.0,7.0,1.0,28.205128205128204,43.58974358974359,23.076923076923077,84.61538461538461,100.0,46.666666666666664
119093,20.816771175535862,0.12961449795669316,0.08232801295222093,0.75,-21.751396370148225,16.0,29.0,28.0,8.0,31.0,61.53846153846154,28.205128205128204,30.76923076923077,82.05128205128204,23.076923076923077,46.28205128205128
102887,25.556187904126524,0.6195175900829826,0.16211256794033255,1.64,-21.539827112383225,13.0,22.0,21.0,39.5,30.0,69.23076923076923,46.15384615384615,48.717948717948715,1.282051282051282,25.64102564102564,44.80769230769231
149322,18.04420648663614,0.46403744922047724,0.13173190226099432,1.54,-14.844576917771747,21.0,25.0,24.0,30.5,16.0,48.717948717948715,38.46153846153847,41.02564102564102,24.358974358974358,61.53846153846154,42.24358974358974
125498,11.245222866621418,0.3006119210425476,0.11989100971217971,0.78,-21.11727956013212,26.0,27.0,26.0,10.0,29.0,35.8974358974359,33.33333333333333,35.8974358974359,76.92307692307693,28.205128205128204,40.641025641025635
120844,6.695971624586994,-0.08874729621557328,0.06455677495375998,0.6,-0.11629327956168556,30.0,34.0,32.0,3.0,2.0,25.64102564102564,15.384615384615385,20.51282051282051,94.87179487179486,97.43589743589743,39.61538461538461
120841,17.26727508371786,0.4942725378672354,0.13042924450705445,1.59,-17.57361416468729,22.0,24.0,25.0,35.0,24.0,46.15384615384615,41.02564102564102,38.46153846153847,12.82051282051282,41.02564102564102,37.82051282051282
118634,8.007927728656083,0.44843400890899143,0.1750072167561127,1.53,-23.34488614483311,27.0,26.0,18.0,28.5,32.0,33.33333333333333,35.8974358974359,56.41025641025641,29.48717948717949,20.51282051282051,36.73076923076923
118636,4.062205023777143,-0.3566295075143681,0.05074772999976104,0.55,-8.316361763638703,33.0,38.0,35.0,1.0,6.0,17.94871794871795,5.128205128205128,12.82051282051282,100.0,87.17948717948718,32.94871794871795
119120,5.840358798463097,-0.22657538662791604,0.05620895216638369,0.77,-4.328728923970093,32.0,37.0,34.0,9.0,5.0,20.51282051282051,7.6923076923076925,15.384615384615385,79.48717948717949,89.74358974358975,32.05128205128205
101208,6.315784491375509,-0.8155673679088274,0.060861457957871144,0.79,-0.16224980244717857,31.0,40.0,33.0,11.0,3.0,23.076923076923077,0.0,17.94871794871795,74.35897435897436,94.87179487179486,31.153846153846153
100025,3.9163899571040384,-0.5670947928476846,0.042817920315060876,0.56,-4.308263824636349,34.0,39.0,38.0,2.0,4.0,15.384615384615385,2.564102564102564,5.128205128205128,97.43589743589743,92.3076923076923,30.128205128205124
120842,7.756003551327284,0.07599984804658917,0.0780443887615508,1.56,-24.003511326274886,28.0,30.0,29.0,33.0,33.0,30.76923076923077,25.64102564102564,28.205128205128204,17.94871794871795,17.94871794871795,25.76923076923077
119599,-1.337386614488112,-0.05718662582817994,0.048824215945539845,0.72,-52.57422117012851,38.0,32.0,36.0,5.5,40.0,5.128205128205128,20.51282051282051,10.256410256410255,88.46153846153845,0.0,21.987179487179485
119092,0.5258871209757432,0.030784850954585892,0.0689952982167755,1.64,-14.401617909337261,36.0,31.0,30.0,39.5,15.0,10.256410256410255,23.076923076923077,25.64102564102564,1.282051282051282,64.1025641025641,20.576923076923077
101207,-4.152381044854481,0.16266076928646767,0.10897091901704538,1.53,-35.44691649336603,39.0,28.0,27.0,28.5,38.0,2.564102564102564,30.76923076923077,33.33333333333333,29.48717948717949,5.128205128205128,20.064102564102562
119095,-11.705806723995272,-0.07597357117478919,0.048015953637759554,1.38,-51.677753708526566,40.0,33.0,37.0,17.0,39.0,0.0,17.94871794871795,7.6923076923076925,58.97435897435898,2.564102564102564,15.128205128205128
100016,1.292649342495622,-0.20151706755966947,0.03747580763443281,1.55,-24.734440880673304,35.0,35.0,39.0,32.0,34.0,12.82051282051282,12.82051282051282,2.564102564102564,20.51282051282051,15.384615384615385,12.179487179487179
102886,-0.7674063178547241,-0.20583160785470325,0.028969397866379445,1.51,-28.00112356639287,37.0,36.0,40.0,24.5,35.0,7.6923076923076925,10.256410256410255,0.0,39.743589743589745,12.82051282051282,12.115384615384613
